customer,recency,T,monetary_value,frequency,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,expected_monetary_value,pred_nb_purchases,pred_revenue
'C1314685160',179,179,28.71934131736527,166,166,166,166,166,166,166,166,166,31.46779383936125,166.21126286422563,5230.301753591332
'C1916796804',179,179,29.581036585365858,163,163,163,163,163,163,163,163,163,32.047135976104755,163.21686276732714,5230.632994697762
'C2029865097',172,179,33.39391719745224,156,156,156,156,156,156,156,156,156,34.49862739294309,151.6204897576271,5230.698781283922
'C472989518',179,179,30.18159465020576,161,161,161,161,161,161,161,161,161,32.44616495876317,161.22059600379092,5230.990052689114
'C1687751654',179,179,28.726047904191596,166,166,166,166,166,166,166,166,166,31.472081123439388,166.21126286422563,5231.014348492217
'C846682077',179,179,27.91105882352943,169,169,169,169,169,169,169,169,169,30.916367134785034,169.20566290577972,5231.224395679763
'C1256073744',179,179,30.19333333333332,161,161,161,161,161,161,161,161,161,32.45358594723166,161.22059600379092,5232.186468872941
'C1133451243',179,179,31.45306962025316,157,157,157,157,157,157,157,157,157,33.27864217526134,157.22806239477327,5232.336428345323
'C262282046',178,179,30.509534161490688,160,160,160,160,160,160,160,160,160,32.66193414542054,160.20874630305698,5232.727521270834
'C1298891864',179,179,37.513204225352126,141,141,141,141,141,141,141,141,141,37.04425145852729,141.2579266949211,5232.7941569968725
'C71763178',178,178,27.924881656804736,168,168,168,168,168,168,168,168,168,30.936726656796193,169.14616420522998,5232.8286470627645
'C1236509536',179,179,29.02786144578315,165,165,165,165,165,165,165,165,165,31.675214797073558,165.2131295048937,5233.161364364239
'C385721880',178,178,29.03851515151515,164,164,164,164,164,164,164,164,164,31.69226957248754,165.1313512450154,5233.387298526154
'C1258454385',175,179,29.151024096385534,165,165,165,165,165,165,165,165,165,31.753776571820403,164.8304756236721,5233.990095180973
'C88292631',179,179,29.036174698795193,165,165,165,165,165,165,165,165,165,31.680517572771805,165.2131295048937,5234.037452532409
'C1342849651',176,179,40.3695955882353,135,135,135,135,135,135,135,135,135,38.7182511600829,135.1858074659233,5234.158046744228
'C1395098424',179,179,28.21068047337279,168,168,168,168,168,168,168,168,168,31.120215733661492,168.20752956455632,5234.654608075236
'C1267913176',179,179,28.763143712574866,166,166,166,166,166,166,166,166,166,31.495795163496695,166.21126286422563,5234.955889037756
'C365152877',179,179,29.044969879518078,165,165,165,165,165,165,165,165,165,31.6861277557569,165.2131295048937,5234.964328420471
'C551080865',179,179,28.487440476190482,167,167,167,167,167,167,167,167,167,31.30868323901215,167.2093962174081,5235.106020757307
'C1541224095',179,179,28.765748502994008,166,166,166,166,166,166,166,166,166,31.49746031400918,166.21126286422563,5235.232655807295
'C1692355722',179,179,29.925061349693244,162,162,162,162,162,162,162,162,162,32.27476279571589,162.21872938886898,5235.571012048172
'C1261640227',179,179,28.49416666666667,167,167,167,167,167,167,167,167,167,31.312992363114613,167.2093962174081,5235.826546796706
'C129566217',179,179,27.690555555555544,170,170,170,170,170,170,170,170,170,30.762802642679034,170.2037962411751,5235.945792802026
'C1965496749',165,165,40.19857142857142,125,125,125,125,125,125,125,125,125,38.544972319867526,135.8416473030734,5236.012535182171
'C793890087',178,178,28.782635542168688,165,165,165,165,165,165,165,165,165,31.51879252045297,166.13505449440075,5236.376312983165
'C6094907',179,179,29.058524096385547,165,165,165,165,165,165,165,165,165,31.694773585699693,165.2131295048937,5236.392733042487
'C1525483242',179,179,28.7791616766467,166,166,166,166,166,166,166,166,166,31.506034882165487,166.21126286422563,5236.65784560907
'C11116138',174,179,31.13449999999998,159,159,159,159,159,159,159,159,159,33.06372550509759,158.38441689675898,5236.778884559379
'C1577104524',179,179,30.241820987654304,161,161,161,161,161,161,161,161,161,32.48423898724217,161.22059600379092,5237.128370252764
'C2015203999',179,179,28.508660714285714,167,167,167,167,167,167,167,167,167,31.3222779535478,167.2093962174081,5237.379184766561
'C503433561',179,179,27.967999999999996,169,169,169,169,169,169,169,169,169,30.95300221357435,169.20566290577972,5237.423258471915
'C1927346472',169,175,49.18529411764707,118,118,118,118,118,118,118,118,118,43.50005093631006,120.40197941421165,5237.4922373507625
'C1591008232',177,179,29.370999999999995,164,164,164,164,164,164,164,164,164,31.903884454033864,164.16480215488085,5237.494879368648
'C255101565',179,179,30.865500000000004,159,159,159,159,159,159,159,159,159,32.89445161757017,159.22432921328308,5237.596993646405
'C1287167517',179,179,28.792844311377255,166,166,166,166,166,166,166,166,166,31.514781707271375,166.21126286422563,5238.111666455972
'C1736027541',177,179,29.96662576687118,162,162,162,162,162,162,162,162,162,32.30109888283043,162.1698507794475,5238.264385840789
'C1969942970',179,179,31.517336497890298,157,157,157,157,157,157,157,157,157,33.31889336208875,157.22806239477327,5238.665044459287
'C2094478222',179,179,30.8795,159,159,159,159,159,159,159,159,159,32.90326141097308,159.22432921328308,5238.999727091491
'C866263389',174,178,30.08820987654321,161,161,161,161,161,161,161,161,161,32.38712875163917,161.76180163423658,5239.000296625135
'C1451561221',177,179,28.54020833333333,167,167,167,167,167,167,167,167,167,31.342488889603608,167.1571732064523,5239.121844040777
'C249473604',179,179,29.6636280487805,163,163,163,163,163,163,163,163,163,32.099585552999145,163.21686276732714,5239.193650091938
'C592766342',178,179,32.19586538461537,155,155,155,155,155,155,155,155,155,33.75631495054103,155.21871350267634,5239.611779214139
'C1221114448',179,179,29.965337423312864,162,162,162,162,162,162,162,162,162,32.30028256131099,162.21872938886898,5239.710795997312
'C689850593',179,179,29.092710843373503,165,165,165,165,165,165,165,165,165,31.71658029011097,165.2131295048937,5239.995486922462
'C1818841328',179,179,29.094006024096394,165,165,165,165,165,165,165,165,165,31.717406447194392,165.2131295048937,5240.131978919677
'C1600642825',179,179,28.81311377245509,166,166,166,166,166,166,166,166,166,31.52773925781114,166.21126286422563,5240.265357294814
'C1060018471',177,179,32.21435897435896,155,155,155,155,155,155,155,155,155,33.767842146462336,155.1872959427195,5240.340112530086
'C1871594117',179,179,28.539940476190488,167,167,167,167,167,167,167,167,167,31.34231728731635,167.2093962174081,5240.7299496666
'C725705195',178,179,32.20903846153846,155,155,155,155,155,155,155,155,155,33.76452583013143,155.21871350267634,5240.886261380886
'C554819698',179,179,28.548690476190494,167,167,167,167,167,167,167,167,167,31.34792296203372,167.2093962174081,5241.667271151482
'C603564532',179,179,28.55038690476191,167,167,167,167,167,167,167,167,167,31.349009776519736,167.2093962174081,5241.848996745489
'C1297358265',179,179,28.557976190476182,167,167,167,167,167,167,167,167,167,31.353871841325603,167.2093962174081,5242.661979666048
'C1394931354',179,179,27.752690058479526,170,170,170,170,170,170,170,170,170,30.802863064224447,170.2037962411751,5242.764228628076
'C1793075309',174,179,33.877500000000026,151,151,151,151,151,151,151,151,151,34.81964541389473,150.5701253107165,5242.798373244845
'C1385115265',174,179,30.584043209876565,161,161,161,161,161,161,161,161,161,32.70058584124385,160.33167375318848,5242.9396606364435
'C1497367004',178,179,30.303271604938267,161,161,161,161,161,161,161,161,161,32.52308698384366,161.20675070601024,5242.941175594372
'C53785803',179,179,30.30077160493828,161,161,161,161,161,161,161,161,161,32.5215065279297,161.22059600379092,5243.136665374003
'C1171622243',179,179,29.704359756097567,163,163,163,163,163,163,163,163,163,32.12545215865839,163.21686276732714,5243.41551631808
'C26045684',179,179,29.12698795180724,165,165,165,165,165,165,165,165,165,31.738444633388525,165.2131295048937,5243.6077634999165
'C709211172',179,179,29.1321987951807,165,165,165,165,165,165,165,165,165,31.74176847467762,165.2131295048937,5244.1569057212655
'C1643168823',179,179,28.850508982035926,166,166,166,166,166,166,166,166,166,31.55164469447906,166.21126286422563,5244.238710112709
'C1719044180',179,179,27.506162790697665,171,171,171,171,171,171,171,171,171,30.6320625811853,171.20192957085072,5244.268220633977
'C2012683959',178,179,28.0354705882353,169,169,169,169,169,169,169,169,169,30.996411754247255,169.19075938853857,5244.306443020916
'C1948527523',178,179,28.305177514792902,168,168,168,168,168,168,168,168,168,31.180884896343454,168.1927609208019,5244.399118669738
'C1313060996',179,179,29.7167987804878,163,163,163,163,163,163,163,163,163,32.13335154122498,163.21686276732714,5244.704828758398
'C76052944',179,179,29.431727272727265,164,164,164,164,164,164,164,164,164,31.942535221680494,164.2149961393014,5245.443298107762
'C860156566',178,179,30.025674846625765,162,162,162,162,162,162,162,162,162,32.33851361913703,162.20475438091887,5245.460658636122
'C383368009',179,179,30.6311801242236,160,160,160,160,160,160,160,160,160,32.73866019544156,160.22246261197,5245.468759130126
'C483009385',179,179,27.77833333333333,170,170,170,170,170,170,170,170,170,30.819396235845776,170.2037962411751,5245.578237201933
'C1628447668',179,179,29.72573170731707,163,163,163,163,163,163,163,163,163,32.13902438213678,163.21686276732714,5245.630732055
'C968819483',178,179,28.590892857142855,167,167,167,167,167,167,167,167,167,31.37495985573856,167.19476169712712,5245.728936337138
'C1484573422',179,179,28.873263473053882,166,166,166,166,166,166,166,166,166,31.566190836887067,166.21126286422563,5246.656442812146
'C1427325535',172,179,34.796078431372536,152,152,152,152,152,152,152,152,152,35.384142038859,148.29129066152535,5247.160091893138
'C2044183803',179,179,28.884341317365283,166,166,166,166,166,166,166,166,166,31.57327251148046,166.21126286422563,5247.833496889508
'C65683893',179,179,27.03537356321839,173,173,173,173,173,173,173,173,173,30.303202061827292,173.19819621343117,5248.4599365996155
'C423379854',179,179,28.897035928143715,166,166,166,166,166,166,166,166,166,31.581387727771244,166.21126286422563,5249.182337237616
'C1641760998',179,179,29.478333333333346,164,164,164,164,164,164,164,164,164,31.972198335772582,164.2149961393014,5250.314426273873
'C1944210063',179,179,29.191927710843373,165,165,165,165,165,165,165,165,165,31.779867765292217,165.2131295048937,5250.451408755619
'C1951890364',179,179,29.480530303030296,164,164,164,164,164,164,164,164,164,31.973596629512286,164.2149961393014,5250.544047074941
'C1465698425',179,179,28.91005988023952,166,166,166,166,166,166,166,166,166,31.589713480333728,166.21126286422563,5250.566171085321
'C1761432742',179,179,28.090323529411773,169,169,169,169,169,169,169,169,169,31.031703294506606,169.20566290577972,5250.7399270424585
'C1956971543',176,176,28.64681818181818,164,164,164,164,164,164,164,164,164,31.442968263804723,166.99510571065085,5250.82180907071
'C236106052',179,179,30.99865624999999,159,159,159,159,159,159,159,159,159,32.978242978484936,159.22432921328308,5250.9386168819265
'C1865204568',179,179,28.913772455089806,166,166,166,166,166,166,166,166,166,31.59208679830555,166.21126286422563,5250.960643262596
'C1376050027',179,179,28.63624999999998,167,167,167,167,167,167,167,167,167,31.404017843048976,167.2093962174081,5251.046862336931
'C1023803355',178,179,30.080950920245414,162,162,162,162,162,162,162,162,162,32.373537699565375,162.20475438091887,5251.141730999419
'C1189367947',179,179,31.3227672955975,158,158,158,158,158,158,158,158,158,33.18958491126766,158.2261958075918,5251.4617609429315
'C1909173090',179,179,29.490242424242414,164,164,164,164,164,164,164,164,164,31.97977805218231,164.2149961393014,5251.559129374834
'C1878500339',179,179,28.91943113772455,166,166,166,166,166,166,166,166,166,31.595704194246508,166.21126286422563,5251.561895210222
'C15276068',179,179,27.839444444444435,170,170,170,170,170,170,170,170,170,30.858796838683375,170.2037962411751,5252.284369379084
'C1560893361',179,179,29.209427710843393,165,165,165,165,165,165,165,165,165,31.791030492396153,165.2131295048937,5252.29563783427
'C2145933360',179,179,28.651488095238093,167,167,167,167,167,167,167,167,167,31.41378010650236,167.2093962174081,5252.679204514686
'C1687722078',179,179,28.381568047337282,168,168,168,168,168,168,168,168,168,31.22992928521159,168.20752956455632,5253.109253541232
'C857032107',179,179,30.402037037037037,161,161,161,161,161,161,161,161,161,32.58552474834631,161.22059600379092,5253.457721024671
'C409740988',179,179,29.223403614457848,165,165,165,165,165,165,165,165,165,31.799945303714942,165.2131295048937,5253.768481711192
'C954636025',177,179,31.363836477987423,158,158,158,158,158,158,158,158,158,33.2153680577649,158.17986135613893,5254.002314270378
'C951689990',179,179,28.392297830374762,168,168,168,168,168,168,168,168,168,31.23681804006423,168.20752956455632,5254.26799397677
'C908342050',179,179,30.41327160493825,161,161,161,161,161,161,161,161,161,32.59262704405847,161.22059600379092,5254.60275737238
'C1376957295',179,179,30.722919254658375,160,160,160,160,160,160,160,160,160,32.79652303735172,160.22246261197,5254.739686154699
'C1125832994',179,179,27.60281976744187,171,171,171,171,171,171,171,171,171,30.69451066335062,171.20192957085072,5254.959452798679
'C442137737',179,179,31.684430379746814,157,157,157,157,157,157,157,157,157,33.423546447839996,157.22806239477327,5255.119446355589
'C2127479268',179,179,29.52482828282829,164,164,164,164,164,164,164,164,164,32.00179073156058,164.2149961393014,5255.173941433953
'C518028573',179,179,28.675634920634927,167,167,167,167,167,167,167,167,167,31.429249734917413,167.2093962174081,5255.265871741674
'C1377339988',178,179,30.427129629629633,161,161,161,161,161,161,161,161,161,32.60138784289026,161.20675070601024,5255.563802658763
'C1304621872',178,179,30.427932098765435,161,161,161,161,161,161,161,161,161,32.60189514972685,161.20675070601024,5255.645583945501
'C956954767',179,179,31.368155136268346,158,158,158,158,158,158,158,158,158,33.21807930236849,158.2261958075918,5255.970320048669
'C1431362064',179,179,33.05389610389609,153,153,153,153,153,153,153,153,153,34.301163431007815,153.23552866934003,5256.156912323916
'C2101882723',179,179,28.686369047619046,167,167,167,167,167,167,167,167,167,31.436126537688597,167.2093962174081,5256.415737780951
'C109617474',179,179,29.536878787878766,164,164,164,164,164,164,164,164,164,32.009460453084586,164.2149961393014,5256.433424724406
'C872112161',178,179,28.97332335329341,166,166,166,166,166,166,166,166,166,31.630155584160235,166.1967617215754,5256.829430837036
'C459595150',175,179,37.897147887323925,141,141,141,141,141,141,141,141,141,37.27493831176484,141.03847288143226,5257.200376240906
'C202531238',179,179,28.695625,167,167,167,167,167,167,167,167,167,31.44205635005969,167.2093962174081,5257.407258127204
'C1591612680',179,179,28.697529761904775,167,167,167,167,167,167,167,167,167,31.44327663299137,167.2093962174081,5257.611300899424
'C1676378077',179,179,30.444259259259283,161,161,161,161,161,161,161,161,161,32.612216892671206,161.22059600379092,5257.76104444135
'C1303555047',179,179,31.071125000000002,159,159,159,159,159,159,159,159,159,33.02384545817548,159.22432921328308,5258.199641121116
'C1510402289',178,179,30.15088957055213,162,162,162,162,162,162,162,162,162,32.417852296333706,162.20475438091887,5258.329769283716
'C161101673',179,179,30.45225308641975,161,161,161,161,161,161,161,161,161,32.61727044923562,161.22059600379092,5258.575781842604
'C1509718305',179,179,28.71279761904761,167,167,167,167,167,167,167,167,167,31.453057963365538,167.2093962174081,5259.246831245492
'C1698214137',179,179,29.56566666666664,164,164,164,164,164,164,164,164,164,32.02778292277735,164.2149961393014,5259.442249014266
'C1156509589',178,179,31.09896874999999,159,159,159,159,159,159,159,159,159,33.04136672139421,159.2107411759468,5260.540485179436
'C312053639',176,179,29.912835365853653,163,163,163,163,163,163,163,163,163,32.25784426157601,163.07792974285627,5260.542460145292
'C1881708420',179,179,29.576636363636354,164,164,164,164,164,164,164,164,164,32.03476474807081,164.2149961393014,5260.588769427877
'C678683295',179,179,30.173650306748478,162,162,162,162,162,162,162,162,162,32.43227397651009,162.21872938886898,5261.122275661148
'C2023751717',178,178,27.91891176470587,169,169,169,169,169,169,169,169,169,30.921419596580854,170.14986743010095,5261.2754451087585
'C1911293580',177,179,29.89350609756098,163,163,163,163,163,163,163,163,163,32.24556924062694,163.1673301459406,5261.423442029164
'C1983995504',179,179,29.588030303030294,164,164,164,164,164,164,164,164,164,32.04201658870711,164.2149961393014,5261.779630409969
'C1303695653',179,179,29.02206586826347,166,166,166,166,166,166,166,166,166,31.6613149523711,166.21126286422563,5262.46714217559
'C606355103',179,179,28.745029761904757,167,167,167,167,167,167,167,167,167,31.47370743859992,167.2093962174081,5262.699617531639
'C118836015',179,179,29.025044910179645,166,166,166,166,166,166,166,166,166,31.66321934864689,166.21126286422563,5262.783674285583
'C1389311354',179,179,29.601212121212143,164,164,164,164,164,164,164,164,164,32.05040635114539,164.2149961393014,5263.157355216382
'C750572020',179,179,28.47530571992109,168,168,168,168,168,168,168,168,168,31.290110916529887,168.20752956455632,5263.232257070447
'C1095241409',178,179,29.046646706586838,166,166,166,166,166,166,166,166,166,31.677028614103982,166.1967617215754,5264.619576625765
'C1200227736',179,179,29.04320359281438,166,166,166,166,166,166,166,166,166,31.674827553081712,166.21126286422563,5264.713088604281
'C170002529',179,179,29.9116666666667,163,163,163,163,163,163,163,163,163,32.257102081024435,163.21686276732714,5264.903003630228
'C1944646841',179,179,29.619696969696964,164,164,164,164,164,164,164,164,164,32.06217130536915,164.2149961393014,5265.089337128815
'C873821675',179,179,29.33123493975904,165,165,165,165,165,165,165,165,165,31.868727684148723,165.2131295048937,5265.132234037454
'C2040640036',179,179,34.996409395973174,148,148,148,148,148,148,148,148,148,35.51655729014773,148.24486133437932,5265.14711055249
'C2038427935',175,175,29.67003105590061,160,160,160,160,160,160,160,160,160,32.132432336850606,163.85968794663378,5265.210335682665
'C987620594',179,179,30.215368098159505,162,162,162,162,162,162,162,162,162,32.458707244757875,162.21872938886898,5265.410246849899
'C1953872129',179,179,30.83263975155279,160,160,160,160,160,160,160,160,160,32.86572730968368,160.22246261197,5265.827765090994
'C698358493',179,179,29.627686868686855,164,164,164,164,164,164,164,164,164,32.067256594325976,164.2149961393014,5265.924417835227
'C1419246450',178,178,28.78293413173653,166,166,166,166,166,166,166,166,166,31.50844647945945,167.1387577374859,5266.282602814913
'C1814746822',179,179,28.516153846153845,168,168,168,168,168,168,168,168,168,31.31633630494867,168.20752956455632,5267.643564868242
'C1711699171',179,179,29.07452095808383,166,166,166,166,166,166,166,166,166,31.694847638553796,166.21126286422563,5268.040652293246
'C1374607221',179,179,30.5467695473251,161,161,161,161,161,161,161,161,161,32.67702208907789,161.22059600379092,5268.208976830178
'C2055186059',179,179,30.548827160493822,161,161,161,161,161,161,161,161,161,32.678322875838354,161.22059600379092,5268.418690446974
'C339181872',179,179,29.653121212121214,164,164,164,164,164,164,164,164,164,32.083444657022966,164.2149961393014,5268.582740488517
'C344209010',179,179,28.812321428571426,167,167,167,167,167,167,167,167,167,31.51681774654538,167.2093962174081,5269.908066093946
'C639532055',179,179,30.266073619631896,162,162,162,162,162,162,162,162,162,32.49083532741493,162.21872938886898,5270.622023596226
'C1373640509',179,179,29.966859756097563,163,163,163,163,163,163,163,163,163,32.292152364291724,163.21686276732714,5270.623800904221
'C1986443469',179,179,31.19924999999999,159,159,159,159,159,159,159,159,159,33.104470799586075,159.22432921328308,5271.03715702481
'C1783610571',179,179,29.10592814371257,166,166,166,166,166,166,166,166,166,31.714925143009076,166.21126286422563,5271.37775966392
'C756645719',179,179,33.58024509803923,152,152,152,152,152,152,152,152,152,34.63189655645448,152.23739521870755,5272.269723238357
'C728864298',179,179,35.46885135135135,147,147,147,147,147,147,147,147,147,35.80727961452723,147.2467278420096,5272.504756163029
'C1700873233',179,179,28.562455621301787,168,168,168,168,168,168,168,168,168,31.346063054979133,168.20752956455632,5272.643828052849
'C519449235',179,179,28.292264705882346,169,169,169,169,169,169,169,169,169,31.1616291472791,169.20566290577972,5272.724117089428
'C223315547',177,178,29.417272727272717,164,164,164,164,164,164,164,164,164,31.933335413213705,165.1169120849788,5272.733736003747
'C1815981756',179,179,30.29619631901841,162,162,162,162,162,162,162,162,162,32.50992170198798,162.21872938886898,5273.718191028107
'C1789457872',179,179,49.010300546448086,121,121,121,121,121,121,121,121,121,43.480866009084444,121.29525328068861,5274.022655435582
'C1792734476',179,179,28.57769230769231,168,168,168,168,168,168,168,168,168,31.355845340132916,168.20752956455632,5274.2892820720635
'C1114643543',179,179,29.426144578313224,165,165,165,165,165,165,165,165,165,31.92926770670369,165.2131295048937,5275.1342406240565
'C333991833',175,175,29.47411008230452,161,161,161,161,161,161,161,161,161,31.998905691009483,164.88048041461022,5275.994943075449
'C495652708',179,179,29.724818181818172,164,164,164,164,164,164,164,164,164,32.12907724996304,164.2149961393014,5276.076296561997
'C1126112663',179,179,31.570754716981156,158,158,158,158,158,158,158,158,158,33.34527089386895,158.2261958075918,5276.095361710501
'C1279668658',179,179,28.334499999999995,169,169,169,169,169,169,169,169,169,31.188802687124905,169.20566290577972,5277.322033912534
'C1598762673',178,178,29.458121212121206,164,164,164,164,164,164,164,164,164,31.959334033367234,165.1313512450154,5277.488013820739
'C2137070408',179,179,29.171766467065854,166,166,166,166,166,166,166,166,166,31.757013257687007,166.21126286422563,5278.373278356114
'C1196149230',179,179,30.346533742331303,162,162,162,162,162,162,162,162,162,32.5418165499252,162.21872938886898,5278.892132734534
'C1415571957',179,179,29.75430303030302,164,164,164,164,164,164,164,164,164,32.14784331629047,164.2149961393014,5279.157966071506
'C1604376835',178,179,29.47006024096385,165,165,165,165,165,165,165,165,165,31.95728019571836,165.198760998179,5279.303093204317
'C458379262',179,179,29.756090909090894,164,164,164,164,164,164,164,164,164,32.14898123809244,164.2149961393014,5279.344829895823
'C814079066',179,179,28.356441176470575,169,169,169,169,169,169,169,169,169,31.20291930322864,169.20566290577972,5279.710645298353
'C566232847',179,179,30.662654320987667,161,161,161,161,161,161,161,161,161,32.75028239942766,161.22059600379092,5280.0200477281915
'C950325755',179,179,28.9079761904762,167,167,167,167,167,167,167,167,167,31.578098830020274,167.2093962174081,5280.154839061332
'C17132509',179,179,29.474056224899588,165,165,165,165,165,165,165,165,165,31.959829114471866,165.2131295048937,5280.183386443512
'C399389739',173,179,29.99526946107786,166,166,166,166,166,166,166,166,166,32.283449635229886,163.55830038335318,5280.226152849784
'C306854291',159,159,30.443576388888896,143,143,143,143,143,143,143,143,143,32.776686560088464,161.13931532824986,5281.612831021304
'C1156672988',179,179,29.20437125748503,166,166,166,166,166,166,166,166,166,31.77785634858482,166.21126286422563,5281.837634816233
'C2062869828',179,179,29.49295180722892,165,165,165,165,165,165,165,165,165,31.971882041843976,165.2131295048937,5282.1746882943535
'C1158646143',179,179,28.651124260355036,168,168,168,168,168,168,168,168,168,31.40299025615566,168.20752956455632,5282.219411927777
'C1628225593',179,179,32.29398089171974,156,156,156,156,156,156,156,156,156,33.81136916284227,156.2299289746796,5282.34780284752
'C1242643189',174,178,28.7795238095238,167,167,167,167,167,167,167,167,167,31.495805999815655,167.73070830397742,5282.813848953741
'C1385406679',178,178,32.002197452229275,156,156,156,156,156,156,156,156,156,33.62905808796289,157.10172500865525,5283.18303603524
'C698318224',179,179,28.39076470588236,169,169,169,169,169,169,169,169,169,31.225002535122847,169.20566290577972,5283.447253190114
'C252172114',179,179,28.94815476190476,167,167,167,167,167,167,167,167,167,31.603839173110213,167.2093962174081,5284.45886628783
'C23740594',179,179,30.100609756097573,163,163,163,163,163,163,163,163,163,32.37709008811443,163.21686276732714,5284.487069717161
'C525158878',179,179,31.020802277432708,160,160,160,160,160,160,160,160,160,32.98440751121608,160.22246261197,5284.8429992438005
'C1488142454',179,179,28.67606508875739,168,168,168,168,168,168,168,168,168,31.419002812242343,168.20752956455632,5284.912844429132
'C171345183',153,153,30.24448441247002,138,138,138,138,138,138,138,138,138,32.70844762806561,161.57797569028392,5284.964755714511
'C869565327',179,179,28.696449704142005,168,168,168,168,168,168,168,168,168,31.432090180147124,168.20752956455632,5287.114238252898
'C1807153148',179,179,30.42831288343556,162,162,162,162,162,162,162,162,162,32.593633530181506,162.21872938886898,5287.29781743248
'C1431806998',179,179,29.269281437125734,166,166,166,166,166,166,166,166,166,31.819351133769793,166.21126286422563,5288.734535464107
'C22920054',179,179,29.8480909090909,164,164,164,164,164,164,164,164,164,32.207535993868476,164.2149961393014,5288.960398889522
'C1760612790',179,179,29.557590361445797,165,165,165,165,165,165,165,165,165,32.0131130441934,165.2131295048937,5288.986591225126
'C944695695',179,179,31.064347826086955,160,160,160,160,160,160,160,160,160,33.01187309962672,160.22246261197,5289.243603456041
'C673048498',179,179,32.70471153846153,155,155,155,155,155,155,155,155,155,34.073482649755206,155.23179554717865,5289.287892267139
'C1467832188',179,179,29.561626506024115,165,165,165,165,165,165,165,165,165,32.01568758022081,165.2131295048937,5289.411938379238
'C545248492',179,179,28.718994082840243,168,168,168,168,168,168,168,168,168,31.446564163229056,168.20752956455632,5289.548871190069
'C2033310172',178,179,32.378312101910836,156,156,156,156,156,156,156,156,156,33.864060685029635,156.21672148810137,5290.132536489437
'C1038733568',179,179,31.39015625,159,159,159,159,159,159,159,159,159,33.224602558287884,159.22432921328308,5290.165055721318
'C78938440',179,179,29.290239520958075,166,166,166,166,166,166,166,166,166,31.832748896514026,166.21126286422563,5290.961394529381
'C825744832',179,179,29.577018072289157,165,165,165,165,165,165,165,165,165,32.02550540044473,165.2131295048937,5291.033971183347
'C1083859927',179,179,31.091770186335395,160,160,160,160,160,160,160,160,160,33.02916927071902,160.22246261197,5292.014838582206
'C206142588',179,179,29.301377245508988,166,166,166,166,166,166,166,166,166,31.83986885042954,166.21126286422563,5292.144811061214
'C56690195',179,179,29.5906626506024,165,165,165,165,165,165,165,165,165,32.0342088692538,165.2131295048937,5292.471898502842
'C2039473569',179,179,28.477764705882354,169,169,169,169,169,169,169,169,169,31.28097699951274,169.20566290577972,5292.918449543001
'C1382480007',179,179,29.88681818181817,164,164,164,164,164,164,164,164,164,32.232184537307795,164.2149961393014,5293.00805935525
'C394469483',179,179,35.69976351351352,147,147,147,147,147,147,147,147,147,35.94831761490703,147.2467278420096,5293.272140220335
'C1085056650',179,179,36.932034482758624,144,144,144,144,144,144,144,144,144,36.69805536585851,144.25232731094638,5293.779894311054
'C310220915',178,179,29.898606060606063,164,164,164,164,164,164,164,164,164,32.23968710647674,164.20075953095147,5293.781109923703
'C1091966081',179,179,29.895333333333337,164,164,164,164,164,164,164,164,164,32.23760413097482,164.2149961393014,5293.898037908358
'C603081336',179,179,30.49453987730062,162,162,162,162,162,162,162,162,162,32.635596343524895,162.21872938886898,5294.104971694627
'C446298173',179,179,29.612078313252987,165,165,165,165,165,165,165,165,165,32.04786928056341,165.2131295048937,5294.728777805627
'C1375103798',171,171,30.33334401709402,155,155,155,155,155,155,155,155,155,32.595391138090285,162.44346102284456,5294.908149864742
'C682529129',179,179,30.80882716049383,161,161,161,161,161,161,161,161,161,32.84269029089157,161.22059600379092,5294.918103065455
'C325775693',179,179,30.208170731707312,163,163,163,163,163,163,163,163,163,32.44539651383735,163.21686276732714,5295.635830230505
'C781322360',179,179,29.918848484848482,164,164,164,164,164,164,164,164,164,32.25257069569228,164.2149961393014,5296.355772275653
'C1232523772',179,179,28.782100591715995,168,168,168,168,168,168,168,168,168,31.48707991902137,168.20752956455632,5296.363926380334
'C1734287915',179,179,27.212685714285715,174,174,174,174,174,174,174,174,174,30.406254853323226,174.19632952653308,5296.657990097238
'C1178005728',179,179,30.828837448559664,161,161,161,161,161,161,161,161,161,32.85534044213715,161.22059600379092,5296.957567988807
'C332239974',178,179,29.640662650602405,165,165,165,165,165,165,165,165,165,32.066102375265004,165.198760998179,5297.280382434544
'C5079947',179,179,28.795088757396442,168,168,168,168,168,168,168,168,168,31.49541860481264,168.20752956455632,5297.7665561171
'C2140473917',179,179,29.078422619047615,167,167,167,167,167,167,167,167,167,31.687295085484067,167.2093962174081,5298.413479006635
'C763005836',179,179,30.843858024691347,161,161,161,161,161,161,161,161,161,32.86483618548859,161.22059600379092,5298.4884773914255
'C386205251',178,178,29.084940119760493,166,166,166,166,166,166,166,166,166,31.701508240603793,167.1387577374859,5298.55070573919
'C1663641926',179,179,28.263684210526318,170,170,170,170,170,170,170,170,170,31.132319971013896,170.2037962411751,5298.8390448615155
'C287533643',179,179,29.367065868263463,166,166,166,166,166,166,166,166,166,31.881861266802154,166.21126286422563,5299.124423617226
'C2136169439',179,179,29.085267857142835,167,167,167,167,167,167,167,167,167,31.69168047726975,167.2093962174081,5299.146757719295
